NoCurso	Curso	Docente	Clave Oficial	Matricula	Alumno	Calificacion	Edo Eval	Edo Al	Tipo Eval	Fecha Registro	Tipo Entrega	Registró Acta	Grupo	Turno	Modalidad	Periodo	Programa	Creditos	Nombre Ofical	Plan Estudio Periodo	Numero Periodo	Etapa Formativa	Tipo Asignatura	Orden	Estado Evaluacion	Periodo Actual	Estado Alumno	Campus	Bloque	Tipo Evaluacion	F.Carga Aca
15424	ADMINISTRACIÓN INDUSTRIAL	SANTOS LUNA GERARDO	INIM-203027	MRIX237864	LUIS ESPINOZA RODRÍGUEZ	6.0	NA	EG	EXT	10/27/2023	ORDINARIA	SANTOS LUNA GERARDO	19IIS938	Matutino	VIRTUAL	06/04/2025	LICENCIATURA EN INGENIERÍA INDUSTRIAL	10	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 4	10	PROFESIONAL	OPTATIVA	0	NO ACREDITADA	CUATRIMESTRE 3	REGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1	ORDINARIA	02/14/2023
15425	MATEMÁTICAS APLICADAS	SANTOS LUNA GERARDO	INIM-201968	MRIX212231	ARTURO ESPINOZA HERRERA	9.5	A	AC	EXT	08/03/2024	ORDINARIA	SANTOS LUNA GERARDO	73IIS498	Vespertino	SEMIPRESENCIAL	02/27/2023	INGENIERÍA EN SISTEMAS	10	MATEMÁTICAS APLICADAS	CUATRIMESTRE 1	7	PROFESIONAL	OPTATIVA	0	ACREDITADA	CUATRIMESTRE 10	IRREGULAR	CUATLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	07/25/2025
15426	MATEMÁTICAS APLICADAS	CORAZA SEGARRA DANIEL ARMANDO	INIM-207528	MRIX228102	PEDRO NÚÑEZ RAMÍREZ	8.5	A	EG	EXT	12/21/2024	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	92IIS979	Matutino	VIRTUAL	11/07/2023	LICENCIATURA EN INGENIERÍA INDUSTRIAL	5	MATEMÁTICAS APLICADAS	CUATRIMESTRE 3	3	TERMINAL	OBLIGATORIA	2	ACREDITADA	CUATRIMESTRE 5	IRREGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	11/25/2024
15427	CREATIVIDAD E INNOVACIÓN	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-201740	MRIX223548	MARISOL ESPINOZA GUZMÁN	6.3	NA	RE	EXT	04/19/2024	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	64IIS795	Vespertino	PRESENCIAL	11/22/2023	INGENIERÍA MECÁNICA	5	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 8	1	TERMINAL	OPTATIVA	0	NO ACREDITADA	CUATRIMESTRE 6	EGRESADO	CUATLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	07/17/2023
15428	ADMINISTRACIÓN INDUSTRIAL	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-209400	MRIX221647	CARMEN JAIMES GUZMÁN	6.9	NA	EG	ORD	02/12/2025	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	72IIS304	Vespertino	PRESENCIAL	07/09/2025	INGENIERÍA MECÁNICA	6	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 4	6	BÁSICA	OBLIGATORIA	0	NO ACREDITADA	CUATRIMESTRE 5	IRREGULAR	JOJUTLA UNIVERSIDAD	Bloque 2	ORDINARIA	09/30/2023
15429	SIMULACIÓN	SANTOS LUNA GERARDO	INIM-208653	MRIX229252	ROBERTO MATA FLORES	9.0	A	AC	ORD	11/28/2024	ORDINARIA	SANTOS LUNA GERARDO	64IIS294	Matutino	SEMIPRESENCIAL	05/28/2023	LICENCIATURA EN INGENIERÍA INDUSTRIAL	7	SIMULACIÓN	CUATRIMESTRE 4	7	TERMINAL	OBLIGATORIA	2	ACREDITADA	CUATRIMESTRE 10	REGULAR	JOJUTLA UNIVERSIDAD	Bloque 1	ORDINARIA	01/15/2024
15430	SIMULACIÓN	SANTOS LUNA GERARDO	INIM-205863	MRIX221754	CARLOS ROJAS VARGAS	6.0	NA	AC	ORD	05/29/2024	ORDINARIA	SANTOS LUNA GERARDO	09IIS993	Matutino	SEMIPRESENCIAL	08/16/2024	LICENCIATURA EN INGENIERÍA INDUSTRIAL	7	SIMULACIÓN	CUATRIMESTRE 3	1	PROFESIONAL	OBLIGATORIA	0	NO ACREDITADA	CUATRIMESTRE 5	REGULAR	CUATLA UNIVERSIDAD	Bloque 2	ORDINARIA	03/10/2025
15431	MATEMÁTICAS APLICADAS	SANTOS LUNA GERARDO	INIM-203346	MRIX217133	CAROLINA OLIVÁREZ CORAZA	8.3	A	AC	EXT	05/02/2023	ORDINARIA	SANTOS LUNA GERARDO	71IIS936	Matutino	SEMIPRESENCIAL	11/16/2024	LICENCIATURA EN INGENIERÍA INDUSTRIAL	10	MATEMÁTICAS APLICADAS	CUATRIMESTRE 6	5	PROFESIONAL	OPTATIVA	0	ACREDITADA	CUATRIMESTRE 1	EGRESADO	CUATLA UNIVERSIDAD	Bloque 1	ORDINARIA	10/13/2023
15432	INVESTIGACIÓN I	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-200906	MRIX231913	RICARDO GONZÁLEZ ÁVILA	8.8	A	RE	ORD	04/11/2024	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	04IIS892	Matutino	VIRTUAL	09/13/2024	INGENIERÍA EN SISTEMAS	7	INVESTIGACIÓN I	CUATRIMESTRE 4	7	TERMINAL	OBLIGATORIA	1	ACREDITADA	CUATRIMESTRE 9	REGULAR	CUATLA UNIVERSIDAD	Bloque 1	ORDINARIA	02/13/2023
15433	CREATIVIDAD E INNOVACIÓN	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-203801	MRIX226773	MONICA ESPINOZA LÓPEZ	8.4	A	AC	EXT	04/29/2023	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	12IIS702	Vespertino	SEMIPRESENCIAL	06/13/2025	LICENCIATURA EN INGENIERÍA INDUSTRIAL	7	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 1	4	PROFESIONAL	OBLIGATORIA	1	ACREDITADA	CUATRIMESTRE 4	REGULAR	CUATLA UNIVERSIDAD	Bloque 2	ORDINARIA	05/02/2024
15434	MATEMÁTICAS APLICADAS	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-201258	MRIX191848	JUAN JAIMES MORALES	8.6	A	EG	ORD	09/07/2025	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	10IIS356	Vespertino	PRESENCIAL	03/25/2025	LICENCIATURA EN INGENIERÍA INDUSTRIAL	7	MATEMÁTICAS APLICADAS	CUATRIMESTRE 9	3	PROFESIONAL	OBLIGATORIA	2	ACREDITADA	CUATRIMESTRE 4	IRREGULAR	JOJUTLA UNIVERSIDAD	Bloque 2	ORDINARIA	09/08/2023
15435	SIMULACIÓN	SANTOS LUNA GERARDO	INIM-203335	MRIX219627	EDUARDO TOLEDO MEDINA	9.0	A	EG	ORD	07/26/2024	ORDINARIA	SANTOS LUNA GERARDO	18IIS961	Matutino	SEMIPRESENCIAL	09/22/2025	INGENIERÍA MECÁNICA	5	SIMULACIÓN	CUATRIMESTRE 9	6	PROFESIONAL	OPTATIVA	1	ACREDITADA	CUATRIMESTRE 4	EGRESADO	CUERNAVACA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	06/10/2023
15436	MATEMÁTICAS APLICADAS	SANTOS LUNA GERARDO	INIM-204572	MRIX201180	SOFÍA MENDOZA JAIMES	7.8	A	AC	EXT	06/23/2023	ORDINARIA	SANTOS LUNA GERARDO	79IIS493	Vespertino	SEMIPRESENCIAL	09/07/2024	INGENIERÍA MECÁNICA	7	MATEMÁTICAS APLICADAS	CUATRIMESTRE 8	10	PROFESIONAL	OBLIGATORIA	1	ACREDITADA	CUATRIMESTRE 1	REGULAR	JOJUTLA UNIVERSIDAD	Bloque 2	ORDINARIA	05/03/2023
15437	INVESTIGACIÓN I	SANTOS LUNA GERARDO	INIM-201789	MRIX229317	ISABEL GUZMÁN RIVERA	5.7	NA	RE	EXT	05/25/2025	ORDINARIA	SANTOS LUNA GERARDO	71IIS497	Vespertino	PRESENCIAL	06/07/2025	INGENIERÍA MECÁNICA	6	INVESTIGACIÓN I	CUATRIMESTRE 5	1	TERMINAL	OPTATIVA	1	NO ACREDITADA	CUATRIMESTRE 9	REGULAR	JOJUTLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	04/27/2023
15438	MATEMÁTICAS APLICADAS	RODRIGUEZ GARCIA MARTHA MARIA	INIM-205028	MRIX202753	JORGE GUZMÁN SALAZAR	10.0	A	RE	ORD	01/26/2023	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	73IIS776	Vespertino	PRESENCIAL	05/28/2024	INGENIERÍA EN SISTEMAS	7	MATEMÁTICAS APLICADAS	CUATRIMESTRE 6	6	BÁSICA	OPTATIVA	1	ACREDITADA	CUATRIMESTRE 5	IRREGULAR	JOJUTLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	09/12/2023
15439	INVESTIGACIÓN I	CORAZA SEGARRA DANIEL ARMANDO	INIM-208108	MRIX218460	JUAN SALAZAR MARTÍNEZ	5.8	NA	EG	EXT	07/19/2024	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	17IIS332	Matutino	VIRTUAL	06/12/2024	INGENIERÍA MECÁNICA	5	INVESTIGACIÓN I	CUATRIMESTRE 3	8	BÁSICA	OBLIGATORIA	0	NO ACREDITADA	CUATRIMESTRE 3	IRREGULAR	CUATLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	06/15/2024
15440	ADMINISTRACIÓN INDUSTRIAL	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-201788	MRIX237807	MARISOL MARTÍNEZ RIVERA	6.2	NA	RE	EXT	04/25/2024	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	10IIS619	Matutino	SEMIPRESENCIAL	04/02/2023	INGENIERÍA EN SISTEMAS	5	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 8	6	TERMINAL	OBLIGATORIA	2	NO ACREDITADA	CUATRIMESTRE 2	REGULAR	CUATLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	12/17/2024
15441	ADMINISTRACIÓN INDUSTRIAL	SANTOS LUNA GERARDO	INIM-200730	MRIX221762	FERNANDO IBARRA MENDOZA	7.7	A	RE	EXT	11/25/2023	ORDINARIA	SANTOS LUNA GERARDO	38IIS253	Vespertino	PRESENCIAL	03/05/2023	INGENIERÍA EN SISTEMAS	7	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 10	8	BÁSICA	OPTATIVA	1	ACREDITADA	CUATRIMESTRE 1	EGRESADO	CUATLA UNIVERSIDAD	Bloque 2	ORDINARIA	01/24/2025
15442	ADMINISTRACIÓN INDUSTRIAL	RODRIGUEZ GARCIA MARTHA MARIA	INIM-200842	MRIX236229	SERGIO TOLEDO SEGARRA	7.5	A	AC	ORD	09/06/2023	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	78IIS583	Matutino	SEMIPRESENCIAL	05/06/2025	INGENIERÍA EN SISTEMAS	6	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 9	10	TERMINAL	OBLIGATORIA	2	ACREDITADA	CUATRIMESTRE 9	IRREGULAR	JOJUTLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	12/16/2025
15443	SIMULACIÓN	SANTOS LUNA GERARDO	INIM-207932	MRIX214575	RAÚL HERRERA MORALES	9.4	A	RE	EXT	06/06/2023	ORDINARIA	SANTOS LUNA GERARDO	78IIS335	Vespertino	VIRTUAL	11/01/2025	LICENCIATURA EN INGENIERÍA INDUSTRIAL	7	SIMULACIÓN	CUATRIMESTRE 8	2	TERMINAL	OBLIGATORIA	1	ACREDITADA	CUATRIMESTRE 7	EGRESADO	CUERNAVACA UNIVERSIDAD	Bloque 1	ORDINARIA	01/11/2025
15444	ADMINISTRACIÓN INDUSTRIAL	SANTOS LUNA GERARDO	INIM-201979	MRIX232856	ISABELA ÁVILA ALFARO	9.1	A	RE	ORD	02/01/2023	ORDINARIA	SANTOS LUNA GERARDO	54IIS369	Vespertino	VIRTUAL	07/18/2025	INGENIERÍA EN SISTEMAS	10	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 9	4	PROFESIONAL	OBLIGATORIA	0	ACREDITADA	CUATRIMESTRE 8	REGULAR	CUATLA UNIVERSIDAD	Bloque 2	ORDINARIA	12/08/2023
15445	INVESTIGACIÓN I	CORAZA SEGARRA DANIEL ARMANDO	INIM-201208	MRIX192761	MARÍA ECHEVERRÍA FLORES	5.2	NA	EG	ORD	08/09/2023	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	95IIS463	Vespertino	VIRTUAL	11/20/2024	INGENIERÍA MECÁNICA	7	INVESTIGACIÓN I	CUATRIMESTRE 8	2	PROFESIONAL	OBLIGATORIA	1	NO ACREDITADA	CUATRIMESTRE 7	IRREGULAR	CUATLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	04/03/2023
15446	CREATIVIDAD E INNOVACIÓN	RODRIGUEZ GARCIA MARTHA MARIA	INIM-203805	MRIX203598	ARMANDO ESPINOZA ECHEVERRÍA	9.0	A	RE	EXT	07/26/2024	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	39IIS605	Matutino	PRESENCIAL	11/07/2025	INGENIERÍA MECÁNICA	7	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 6	8	BÁSICA	OPTATIVA	0	ACREDITADA	CUATRIMESTRE 1	EGRESADO	CUATLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	07/18/2023
15447	MATEMÁTICAS APLICADAS	CORAZA SEGARRA DANIEL ARMANDO	INIM-207973	MRIX213516	JOSÉ CASTILLO GUZMÁN	9.0	A	RE	ORD	08/12/2024	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	57IIS329	Matutino	VIRTUAL	08/31/2023	LICENCIATURA EN INGENIERÍA INDUSTRIAL	7	MATEMÁTICAS APLICADAS	CUATRIMESTRE 3	5	TERMINAL	OPTATIVA	0	ACREDITADA	CUATRIMESTRE 5	EGRESADO	JOJUTLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	07/14/2024
15448	MATEMÁTICAS APLICADAS	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-207288	MRIX202165	FRANCISCO ARREOLA JIMÉNEZ	5.5	NA	AC	ORD	07/31/2024	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	67IIS229	Matutino	PRESENCIAL	02/21/2024	INGENIERÍA MECÁNICA	10	MATEMÁTICAS APLICADAS	CUATRIMESTRE 8	1	TERMINAL	OBLIGATORIA	1	NO ACREDITADA	CUATRIMESTRE 5	EGRESADO	JOJUTLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	05/23/2025
15449	INVESTIGACIÓN I	CORAZA SEGARRA DANIEL ARMANDO	INIM-200628	MRIX192834	ANDREA SANTOS REYES	6.4	NA	RE	ORD	06/01/2023	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	56IIS202	Matutino	VIRTUAL	11/16/2025	INGENIERÍA MECÁNICA	7	INVESTIGACIÓN I	CUATRIMESTRE 9	5	BÁSICA	OBLIGATORIA	1	NO ACREDITADA	CUATRIMESTRE 6	EGRESADO	CUERNAVACA UNIVERSIDAD	Bloque 1	ORDINARIA	10/06/2024
15450	MATEMÁTICAS APLICADAS	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-203509	MRIX202835	GERMÁN TORO GARCÍA	8.5	A	RE	ORD	07/01/2023	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	01IIS544	Matutino	SEMIPRESENCIAL	02/11/2024	INGENIERÍA EN SISTEMAS	10	MATEMÁTICAS APLICADAS	CUATRIMESTRE 2	5	BÁSICA	OPTATIVA	0	ACREDITADA	CUATRIMESTRE 8	IRREGULAR	CUATLA UNIVERSIDAD	Bloque 1	ORDINARIA	11/23/2025
15451	ADMINISTRACIÓN INDUSTRIAL	SANTOS LUNA GERARDO	INIM-209795	MRIX216823	PEDRO ÁVILA ECHEVERRÍA	7.8	A	AC	EXT	09/30/2025	ORDINARIA	SANTOS LUNA GERARDO	46IIS656	Matutino	SEMIPRESENCIAL	09/20/2025	INGENIERÍA MECÁNICA	6	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 8	5	PROFESIONAL	OPTATIVA	2	ACREDITADA	CUATRIMESTRE 5	EGRESADO	CUATLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	03/14/2025
15452	INVESTIGACIÓN I	RODRIGUEZ GARCIA MARTHA MARIA	INIM-204766	MRIX207553	MAURICIO ROJAS CASTILLO	8.6	A	RE	ORD	04/25/2024	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	35IIS619	Vespertino	VIRTUAL	04/23/2025	LICENCIATURA EN INGENIERÍA INDUSTRIAL	10	INVESTIGACIÓN I	CUATRIMESTRE 4	8	TERMINAL	OBLIGATORIA	2	ACREDITADA	CUATRIMESTRE 7	IRREGULAR	JOJUTLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	03/01/2023
15453	SIMULACIÓN	RODRIGUEZ GARCIA MARTHA MARIA	INIM-201807	MRIX227833	NAYELI CASTILLO ÁVILA	8.0	A	RE	ORD	12/08/2023	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	79IIS725	Vespertino	PRESENCIAL	03/29/2024	INGENIERÍA EN SISTEMAS	7	SIMULACIÓN	CUATRIMESTRE 6	8	PROFESIONAL	OPTATIVA	1	ACREDITADA	CUATRIMESTRE 3	EGRESADO	CUERNAVACA UNIVERSIDAD	Bloque 1	ORDINARIA	02/27/2024
15454	INVESTIGACIÓN I	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-203532	MRIX216371	ALBERTO HERNÁNDEZ SEGARRA	9.3	A	AC	EXT	11/09/2024	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	71IIS850	Matutino	SEMIPRESENCIAL	02/04/2025	LICENCIATURA EN INGENIERÍA INDUSTRIAL	6	INVESTIGACIÓN I	CUATRIMESTRE 4	5	BÁSICA	OPTATIVA	0	ACREDITADA	CUATRIMESTRE 1	EGRESADO	CUATLA UNIVERSIDAD	Bloque 1	ORDINARIA	04/26/2025
15455	INVESTIGACIÓN I	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-201210	MRIX193164	SERGIO RAMOS SANTOS	8.4	A	EG	ORD	06/23/2023	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	65IIS839	Matutino	PRESENCIAL	07/06/2024	INGENIERÍA EN SISTEMAS	10	INVESTIGACIÓN I	CUATRIMESTRE 7	7	TERMINAL	OBLIGATORIA	0	ACREDITADA	CUATRIMESTRE 1	REGULAR	CUERNAVACA UNIVERSIDAD	Bloque 2	ORDINARIA	06/06/2023
15456	MATEMÁTICAS APLICADAS	SANTOS LUNA GERARDO	INIM-207037	MRIX223776	LUIS MATA BERRÍOS	7.8	A	RE	ORD	02/10/2025	ORDINARIA	SANTOS LUNA GERARDO	12IIS327	Vespertino	VIRTUAL	08/23/2025	INGENIERÍA EN SISTEMAS	5	MATEMÁTICAS APLICADAS	CUATRIMESTRE 7	5	TERMINAL	OBLIGATORIA	2	ACREDITADA	CUATRIMESTRE 9	IRREGULAR	CUATLA UNIVERSIDAD	Bloque 2	ORDINARIA	08/19/2024
15457	SIMULACIÓN	SANTOS LUNA GERARDO	INIM-201370	MRIX226699	ALBERTO RODRÍGUEZ SANTOS	8.2	A	RE	EXT	11/11/2024	ORDINARIA	SANTOS LUNA GERARDO	13IIS674	Matutino	VIRTUAL	09/28/2024	INGENIERÍA MECÁNICA	10	SIMULACIÓN	CUATRIMESTRE 3	10	BÁSICA	OBLIGATORIA	0	ACREDITADA	CUATRIMESTRE 4	IRREGULAR	CUATLA UNIVERSIDAD	Bloque 1	ORDINARIA	10/22/2023
15458	ADMINISTRACIÓN INDUSTRIAL	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-203427	MRIX229168	ELENA RAMOS OLIVÁREZ	5.9	NA	EG	EXT	01/12/2023	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	97IIS675	Matutino	PRESENCIAL	04/12/2025	INGENIERÍA MECÁNICA	6	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 8	1	PROFESIONAL	OPTATIVA	1	NO ACREDITADA	CUATRIMESTRE 9	IRREGULAR	CUATLA UNIVERSIDAD	Bloque 2	ORDINARIA	07/03/2024
15459	ADMINISTRACIÓN INDUSTRIAL	RODRIGUEZ GARCIA MARTHA MARIA	INIM-206949	MRIX239682	VALERIA TOLEDO ESPINOZA	8.8	A	AC	ORD	08/21/2023	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	64IIS274	Matutino	PRESENCIAL	06/15/2025	INGENIERÍA MECÁNICA	5	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 9	3	PROFESIONAL	OBLIGATORIA	0	ACREDITADA	CUATRIMESTRE 8	IRREGULAR	CUATLA UNIVERSIDAD	Bloque 1	ORDINARIA	03/21/2023
15460	MATEMÁTICAS APLICADAS	CORAZA SEGARRA DANIEL ARMANDO	INIM-209904	MRIX197727	DANIELA GARCÍA HERRERA	8.0	A	AC	ORD	01/30/2025	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	33IIS583	Vespertino	SEMIPRESENCIAL	02/23/2024	INGENIERÍA MECÁNICA	7	MATEMÁTICAS APLICADAS	CUATRIMESTRE 8	9	PROFESIONAL	OPTATIVA	2	ACREDITADA	CUATRIMESTRE 4	EGRESADO	CUERNAVACA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	11/29/2025
15461	ADMINISTRACIÓN INDUSTRIAL	SANTOS LUNA GERARDO	INIM-207679	MRIX195798	CAROLINA TOLEDO ESPINOZA	6.8	NA	AC	ORD	07/13/2023	ORDINARIA	SANTOS LUNA GERARDO	77IIS260	Matutino	VIRTUAL	11/08/2024	LICENCIATURA EN INGENIERÍA INDUSTRIAL	5	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 2	9	BÁSICA	OBLIGATORIA	1	NO ACREDITADA	CUATRIMESTRE 6	IRREGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	05/06/2023
15462	ADMINISTRACIÓN INDUSTRIAL	RODRIGUEZ GARCIA MARTHA MARIA	INIM-202921	MRIX215249	GERMÁN GARCÍA GÓMEZ	7.8	A	EG	ORD	03/19/2024	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	34IIS677	Vespertino	VIRTUAL	07/30/2023	INGENIERÍA MECÁNICA	5	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 2	10	TERMINAL	OPTATIVA	0	ACREDITADA	CUATRIMESTRE 3	IRREGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	07/27/2024
15463	CREATIVIDAD E INNOVACIÓN	RODRIGUEZ GARCIA MARTHA MARIA	INIM-200855	MRIX235135	RAÚL SEGARRA BERRÍOS	6.1	NA	AC	ORD	10/24/2024	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	18IIS623	Vespertino	PRESENCIAL	01/01/2023	INGENIERÍA MECÁNICA	6	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 8	3	BÁSICA	OBLIGATORIA	1	NO ACREDITADA	CUATRIMESTRE 7	REGULAR	CUATLA UNIVERSIDAD	Bloque 1	ORDINARIA	06/09/2023
15464	SIMULACIÓN	RODRIGUEZ GARCIA MARTHA MARIA	INIM-209183	MRIX209770	SERGIO ROQUE SÁNCHEZ	8.7	A	RE	ORD	10/20/2023	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	57IIS601	Vespertino	SEMIPRESENCIAL	07/22/2024	INGENIERÍA EN SISTEMAS	6	SIMULACIÓN	CUATRIMESTRE 5	3	PROFESIONAL	OPTATIVA	2	ACREDITADA	CUATRIMESTRE 2	IRREGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	06/14/2025
15465	CREATIVIDAD E INNOVACIÓN	RODRIGUEZ GARCIA MARTHA MARIA	INIM-209604	MRIX226261	CARMEN RODRÍGUEZ MENDOZA	8.7	A	AC	ORD	02/04/2024	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	40IIS436	Matutino	SEMIPRESENCIAL	12/13/2025	INGENIERÍA EN SISTEMAS	6	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 2	8	TERMINAL	OBLIGATORIA	1	ACREDITADA	CUATRIMESTRE 6	IRREGULAR	CUATLA UNIVERSIDAD	Bloque 2	ORDINARIA	01/12/2023
15466	INVESTIGACIÓN I	RODRIGUEZ GARCIA MARTHA MARIA	INIM-206054	MRIX227118	PEDRO SAMANIEGO JIMÉNEZ	6.0	NA	EG	EXT	08/01/2023	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	04IIS727	Vespertino	VIRTUAL	08/27/2025	INGENIERÍA MECÁNICA	10	INVESTIGACIÓN I	CUATRIMESTRE 3	8	TERMINAL	OBLIGATORIA	0	NO ACREDITADA	CUATRIMESTRE 3	EGRESADO	JOJUTLA UNIVERSIDAD	Bloque 1	ORDINARIA	03/20/2023
15467	CREATIVIDAD E INNOVACIÓN	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-201064	MRIX195741	LUCÍA ROJAS TORO	5.3	NA	RE	ORD	05/02/2025	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	25IIS944	Vespertino	PRESENCIAL	04/05/2025	INGENIERÍA MECÁNICA	7	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 9	9	TERMINAL	OBLIGATORIA	0	NO ACREDITADA	CUATRIMESTRE 3	IRREGULAR	JOJUTLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	05/06/2023
15468	CREATIVIDAD E INNOVACIÓN	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-203041	MRIX237298	ROSA VALVERDE GÓMEZ	5.2	NA	RE	ORD	01/09/2024	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	41IIS705	Matutino	VIRTUAL	07/05/2023	INGENIERÍA MECÁNICA	10	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 1	2	PROFESIONAL	OPTATIVA	0	NO ACREDITADA	CUATRIMESTRE 3	REGULAR	JOJUTLA UNIVERSIDAD	Bloque 2	ORDINARIA	06/26/2023
15469	SIMULACIÓN	CORAZA SEGARRA DANIEL ARMANDO	INIM-204469	MRIX213723	ANA JAIMES MORALES	5.4	NA	AC	EXT	04/07/2024	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	26IIS281	Matutino	VIRTUAL	04/27/2025	INGENIERÍA MECÁNICA	6	SIMULACIÓN	CUATRIMESTRE 5	10	BÁSICA	OPTATIVA	1	NO ACREDITADA	CUATRIMESTRE 5	EGRESADO	CUATLA UNIVERSIDAD	Bloque 2	ORDINARIA	01/21/2024
